school,boro_label,BLOCK,LOT,STREET NUMBER,STREET NAME,NAME,PARTY TYPE,DOC. TYPE,DOC. DATE,is_new
New York University,Bronx,5752,281,3,RIVER AVENUE,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,,,True
New York University,Bronx,5752,282,,RIVER AVENUE,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,,,True
New York University,Manhattan,462,18,,,NEW YORK UNIVERSITY,2,DEED,,False
New York University,Manhattan,462,25,,,NEW YORK UNIVERSITY,2,DEED,,True
Columbia University,Manhattan,1885,119,,,COLUMBIA UNIV CITY NY TR,2,DEED,,False
Fordham University,Bronx,3273,297,,,FORDHAM UNIVERSITY,2,,,True
Columbia University,Bronx,5642,1058,6,LANDING WAY,TRUSTEE/COLUMBIA UNIV/NY,2,,,True
New York University,Manhattan,1889,1244,845,WEST END AVENUE,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,1,,,True
Columbia University,Manhattan,2074,56,530,WEST  143 STREET,COLUMBIA UNIVERSITYTR/OF,2,,,True
Columbia University,Manhattan,1893,32,,,COLUMBIA UNIV IN NYCTR,2,,,True
New York University,Brooklyn,962,59,113,GARFIELD PLACE,NEW YORK UNIVERSITY,2,,,True
St. John's University,Brooklyn,271,34,,,ST JOHN S UNIVERSITY BKLYN,1,DEED,01/18/1980,True
New York University,Brooklyn,6509,27,,,NEW YORK UNIVERSITY,2,,,True
Columbia University,Bronx,5631,11,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,2,,,True
New York University,Manhattan,556,49,112,EAST 12 STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,548,45,,,NEW YORK UNIVERSITY,2,DEED,,True
Fordham University,Bronx,3291,1,,,FORDHAM UNIVERSITY,1,,,True
New York University,Brooklyn,1128,1147,700,PACIFIC STREET,NEW YORK UNIVERSITY,2,,,True
Fordham University,Manhattan,1132,9999,,,FORDHAM UNIVERSITY,1,,,True
Fordham University,Manhattan,1133,9999,,,FORDHAM UNIVERSITY,1,,,True
New York University,Manhattan,911,1104,227,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,911,1103,227,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,911,1101,227,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,911,1102,227,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1881,1024,,,THE TRUSTEES OF COLUMBIA UNIVERISITY IN THE CITY OF N.Y.,2,DEED,06/18/1999,True
Columbia University,Manhattan,1881,1004,,,THE TRUSTEES OF COLUMBIA UNIVERISITY IN THE CITY OF N.Y.,2,DEED,06/18/1999,True
Columbia University,Manhattan,1881,1044,,,THE TRUSTEES OF COLUMBIA UNIVERISITY IN THE CITY OF N.Y.,2,DEED,06/18/1999,True
Columbia University,Manhattan,1881,1082,,,THE TRUSTEES OF COLUMBIA UNIVERISITY IN THE CITY OF N.Y.,2,DEED,06/18/1999,True
Columbia University,Manhattan,1881,1109,,,THE TRUSTEES OF COLUMBIA UNIVERISITY IN THE CITY OF N.Y.,2,DEED,06/18/1999,True
Columbia University,Manhattan,1881,1026,,,THE TRUSTEES OF COLUMBIA UNIVERISITY IN THE CITY OF N.Y.,2,DEED,06/18/1999,True
Columbia University,Manhattan,1881,1015,,,THE TRUSTEES OF COLUMBIA UNIVERISITY IN THE CITY OF N.Y.,2,DEED,06/18/1999,True
Columbia University,Manhattan,1881,1081,,,THE TRUSTEES OF COLUMBIA UNIVERISITY IN THE CITY OF N.Y.,2,DEED,06/18/1999,True
Columbia University,Manhattan,1881,1064,,,THE TRUSTEES OF COLUMBIA UNIVERISITY IN THE CITY OF N.Y.,2,DEED,06/18/1999,True
Columbia University,Manhattan,1881,1019,,,THE TRUSTEES OF COLUMBIA UNIVERISITY IN THE CITY OF N.Y.,2,DEED,06/18/1999,True
New York University,Manhattan,559,31,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,559,30,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,559,29,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,559,28,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,559,27,,,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1883,48,,,COLUMBIA UNIV IN NYCTRP,2,DEED,,False
Fordham University,Bronx,3273,207,,,FORDHAM UNIVERSITY,2,DEED,05/21/1999,True
New York University,Manhattan,904,5,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,904,7,,,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,943,1020,330,EAST 38TH   STREET,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,1,,,True
The New School,Manhattan,639,1,151,BANK STREET,NEW SCHOOL UNIVERSITY,2,,,True
New York University,Brooklyn,1128,1120,700,PACIFIC STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1948,6,357,WEST 121 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
New York University,Manhattan,879,39,308,3 AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,879,44,318,3 AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,879,36,316,3 AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,879,37,304,3 AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,879,40,316,3 AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,879,38,306,3 AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,879,33,155,EAST 23RD   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,879,30,149,EAST 23RD   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,879,43,316,3 AVENUE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1071,62,,,COLUMBIA UNIV CITY OF NY,2,,,True
Columbia University,Manhattan,1071,64,,,COLUMBIA UNIV CITY OF NY,2,,,True
Columbia University,Manhattan,1071,1,,,COLUMBIA UNIV CITY OF NY,2,,,True
Columbia University,Manhattan,1962,44,421,WEST 119 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,False
Columbia University,Manhattan,1962,19,88,MORNINGSIDE DRIVE,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,False
Fordham University,Manhattan,1655,18,,,FORDHAM UNIVERSITY,1,,,True
Columbia University,Queens,355,16,,,TRUSTEES OF COLUMBIA UNIVERSITY NYC,2,,,True
Columbia University,Queens,355,22,,,TRUSTEES OF COLUMBIA UNIVERSITY NYC,2,,,True
The New School,Manhattan,819,22,,,NEW SCHOOL UNIVERSITY,1,,,True
New York University,Manhattan,1675,31,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1373,1511,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,09/02/2011,True
Columbia University,Bronx,5857,1018,5775,MOSHOLU AVENUE,TRUSTEES/COLUMBIA UNIVER,2,,,True
New York University,Manhattan,457,11,3,EAST    2 STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1993,39,124,LA SALLE STREET,COLUMBIA UNIVERSITYTR/,2,,,False
Columbia University,Manhattan,1896,74,,,COLUMBIA UNIV CITY NY TR,2,DEED,,False
Fordham University,Bronx,3056,13,2426,LORILLARD PLACE,FORDHAM UNIVERSITY,1,DEED,11/26/2012,True
Fordham University,Bronx,3056,11,2422,LORILLARD PLACE,FORDHAM UNIVERSITY,1,DEED,11/26/2012,True
Columbia University,Bronx,5818,2065,,,TRUSTEES OF COLUMBIA UNIVERSITY,1,DEED,01/27/2000,True
Columbia University,Manhattan,1072,61,,,COLUMBIA UNIV CITY OF NY,1,,,True
New York University,Manhattan,939,58,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,939,56,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,939,55,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,939,57,,,NEW YORK UNIVERSITY,2,,,True
New York University,Bronx,3222,162,,,NEW YORK UNIVERSITY,1,DEED,07/30/1973,True
Columbia University,Manhattan,1896,30,,,COLUMBIA UNIV IN NYCTR,2,DEED,,True
New York University,Brooklyn,946,1201,667,DEGRAW STREET,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,,,True
Fordham University,Bronx,3273,240,,,FORDHAM UNIVERSITY,1,DEED,11/13/1973,True
St. John's University,Queens,9889,72,84-15,KENDRICK PLACE,ST JOHN'S UNIVERSITY,2,DEED,09/03/1991,True
Columbia University,Manhattan,1092,49,,,COLUMBIA UNIV CITY OF NY,1,,,True
Columbia University,Manhattan,35,20,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,18,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,17,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,35,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,36,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,12,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,21,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,28,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,40,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,19,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,16,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,39,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,11,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,35,37,,,COLUMBIA UNIV IN NYC,2,DEED,,True
Columbia University,Manhattan,1889,49,,,COLUMBIA UNIV IN NYCTR,2,,,True
St. John's University,Queens,6715,30,147-22,UNION TURNPIKE,ST JOHN'S UNIVERSITY,2,DEEDO,08/10/2005,True
The New School,Manhattan,551,1,2,FIFTH AVENUE,NEW SCHOOL UNIVERSITY,1,,,True
New York University,Queens,438,13,21-21,44TH   DRIVE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,1305,60,,,COLUMBIA UNIVERSITYIN THE CITY/NEW YORK TRUSTEE/,1,DEED,05/17/2001,True
Columbia University,Queens,1232,64,,,TRUSTEES OF COLUMBIA UNIVERSITY OF NY,2,,,True
Columbia University,Queens,1232,60,,,TRUSTEES OF COLUMBIA UNIVERSITY OF NY,2,,,True
Columbia University,Queens,1232,62,,,TRUSTEES OF COLUMBIA UNIVERSITY OF NY,2,,,True
New York University,Manhattan,944,15,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1377,1107,1,EAST   62 STREET,NEW YORK UNIVERSITY,1,,,True
The New School,Manhattan,577,12,56,WEST   14 STREET,NEW SCHOOL UNIVERSITY,1,,,True
New York University,Manhattan,1373,1419,425,MAIN STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1990,10,21,CLAREMONT AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY,1,,,False
Columbia University,Manhattan,1990,25,35,CLAREMONT AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY,1,,,False
Columbia University,Manhattan,1990,29,39,CLAREMONT AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY,1,,,False
Columbia University,Manhattan,1990,13,25,CLAREMONT AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY,1,,,False
Columbia University,Manhattan,2215,857,,9 AVENUE,COLUMBIA UNIVERSTY/NY TR,2,,,True
Columbia University,Manhattan,2215,842,5140,BROADWAY,COLUMBIA UNIVERSTY/NY TR,2,,,True
Columbia University,Manhattan,2215,852,4168,9 AVENUE,COLUMBIA UNIVERSTY/NY TR,2,,,True
Columbia University,Manhattan,2215,863,4116,WEST  220 STREET,COLUMBIA UNIVERSTY/NY TR,2,,,True
Columbia University,Manhattan,2215,866,409,WEST  220 STREET,COLUMBIA UNIVERSTY/NY TR,2,,,True
Columbia University,Brooklyn,402,42,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,True
Columbia University,Brooklyn,224,4,,,NYC TRUSTEES COLUMBIA UNIVERSITY,1,,,True
Columbia University,Manhattan,1185,76,,,COLUMBIA UNIV OF N YTR,2,,,True
Columbia University,Manhattan,1874,164,,,COLUMBIA UNIV IN NYCTR,2,,,True
Fordham University,Bronx,3273,206,2539,CAMBRELENG AVENUE,FORDHAM UNIVERSITY,2,DEED,05/21/2009,True
Columbia University,Manhattan,1883,1122,,,COLUMBIA UNIVERSITYTRUSTEE,1,,,True
Fordham University,Bronx,3273,355,,,FORDHAM UNIVERSITY,2,DEED,05/05/1970,True
Columbia University,Manhattan,194,36,,,COLUMBIA UNIV TRTEESNYC,1,,,True
New York University,Manhattan,551,10,21,WASHINGTON SQUARE N,NEW YORK UNIVERSITY,2,DEED,06/25/1984,False
New York University,Manhattan,551,11,,,NEW YORK UNIVERSITY,2,DEED,03/26/2001,True
New York University,Manhattan,1373,1505,425,MAIN STREET,NEW YORK UNIVERSITY,2,DEED,09/06/2007,True
The New School,Brooklyn,1804,44,,,NEW SCHOOL FOR SOCIAL RESEARCH/DEFS,1,DEED,12/13/1996,True
Columbia University,Manhattan,1084,9,,,COLUMBIA UNIV CITY OF NY,1,,,True
Columbia University,Manhattan,1895,165,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
New York University,Brooklyn,945,1051,100,STERLING PLACE,NEW YORK UNIVERSITY,2,,,True
New York University,Brooklyn,945,1013,100,STERLING PLACE,NEW YORK UNIVERSITY,2,,,True
Columbia University,Manhattan,2112,40,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
Columbia University,Manhattan,1994,38,167,CLAREMONT AVENUE,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
Columbia University,Manhattan,1994,1,,RIVERSIDE DRIVE,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
Columbia University,Brooklyn,1007,220,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,1,,,True
Columbia University,Manhattan,1332,20,,,COLUMBIA UNIVER NYCTR,2,DEED,,True
Columbia University,Manhattan,1894,43,,,COLUMBIA UNIV IN NYCTR,1,,,True
New York University,Manhattan,627,19,49,HORATIO STREET,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,1,,,True
New York University,Manhattan,1373,1454,425,MAIN STREET,NEW YORK UNIVERSITY,2,DEED,06/21/2007,True
Columbia University,Manhattan,2112,10,,,COLUMBIA UNIV CTY NYTRS,2,DEED,,True
New York University,Manhattan,1859,35,,,NEW YORK UNIVERSITY,1,DEED,,True
Pratt Institute,Brooklyn,1916,26,229,CLINTON AVENUE,PRATT INSTITUTE,1,,,False
Columbia University,Manhattan,1997,29,3241,BROADWAY (ADJACENT TO),THE TRUSTEES OF COLUMBIA UNIVERSITY,2,DEED,02/08/2012,True
Columbia University,Brooklyn,7688,32,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,2,,,True
Fordham University,Bronx,3273,239,,,FORDHAM UNIVERSITY,2,DEED,04/01/1968,True
St. John's University,Queens,7021,137,,,ST JOHN'S UNIVERSITY,2,DEED,07/15/1999,True
Pratt Institute,Brooklyn,1933,1000,,,PRATT INSTITUTE,1,,,True
Pratt Institute,Brooklyn,1933,100,333,LAFAYETTE AVENUE,PRATT INSTITUTE,1,,,True
Pratt Institute,Brooklyn,1933,60,309,LAFAYETTE AVENUE,PRATT INSTITUTE,1,,,True
Columbia University,Manhattan,1885,148,,,COLUMBIA UNIV CITY NY TR,2,DEED,,False
New York University,Manhattan,570,40,11,EAST 12TH   STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Bronx,5762,493,,CORLEAR AVENUE,TRUSTEES/COLUMBIA UNIVER,2,,,True
Columbia University,Bronx,5923,225,,,THE TRUSTEES OF  COLUMBIA UNIVERSITY IN THE CITY O,2,,,True
Columbia University,Bronx,5923,215,,,THE TRUSTEES OF  COLUMBIA UNIVERSITY IN THE CITY O,2,,,True
Columbia University,Manhattan,1891,129,,,COLUMBIA UNIV/NYC TR.,1,,,True
Fordham University,Bronx,3066,21,2423,ARTHUR AVENUE,FORDHAM UNIVERSITY,2,,,True
Columbia University,Manhattan,1152,5,247,WEST 60 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY OF NEW YORK,2,,,True
Columbia University,Manhattan,1152,55,240,WEST 61 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY OF NEW YORK,2,,,True
Columbia University,Manhattan,1152,11,239,WEST 60 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY OF NEW YORK,2,,,True
Columbia University,Manhattan,1152,10,241,WEST 60 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY OF NEW YORK,2,,,True
Columbia University,Manhattan,1152,12,237,WEST 60 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY OF NEW YORK,2,,,True
Columbia University,Manhattan,1152,8,243,WEST 60 STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY OF NEW YORK,2,,,True
Columbia University,Brooklyn,1378,53,,,COLUMBIA UNIVERSITY IN THE CITY OF NY TRUSTEES OF,2,,,True
New York University,Manhattan,881,29,137,EAST 25TH ST,NEW YORK UNIVERSITY,2,,,True
Columbia University,Bronx,5922,140,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW,2,DEED,07/24/1967,True
Columbia University,Brooklyn,6828,73,1871,EAST   22 STREET,COLUMBIA UNIV/TRUSTEE,1,,,True
New York University,Manhattan,1373,1372,425,MAIN STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,999,3,,,TRUSTEES COLUMBIA UNIV,1,,,True
Fordham University,Bronx,3273,357,,,FORDHAM UNIVERSITY,2,DEED,05/05/1970,True
New York University,Manhattan,550,23,,,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1377,1103,1,EAST   62 STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1896,61,,,COLUMBIA UNIVERSITYTR/O,1,,,True
New York University,Manhattan,1530,1,1491,3 AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Bronx,3217,9,,,NEW YORK UNIVERSITY,2,,,True
The New School,Manhattan,571,1506,10,EAST 14TH   STREET,THE NEW SCHOOL,1,,,True
The New School,Manhattan,571,1505,10,EAST 14TH   STREET,THE NEW SCHOOL,1,,,True
The New School,Manhattan,571,1508,10,EAST 14TH   STREET,THE NEW SCHOOL,1,,,True
The New School,Manhattan,571,1503,10,EAST 14TH   STREET,THE NEW SCHOOL,1,,,True
The New School,Manhattan,571,1507,10,EAST 14TH   STREET,THE NEW SCHOOL,1,,,True
The New School,Manhattan,571,1504,10,EAST 14TH   STREET,THE NEW SCHOOL,1,,,True
Columbia University,Manhattan,722,1065,420,WEST 25TH   STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN CITY OF NY,2,,,True
Columbia University,Brooklyn,1668,86,643,MACON STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY / CITY OF NY,2,,,True
Columbia University,Manhattan,1962,1,,,COLUMBIA UNIV CITY NY TR,2,DEED,,False
Columbia University,Brooklyn,5371,36,,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN NYC,2,,,True
Columbia University,Manhattan,1240,1013,255,WEST   92 STREET,COLUMBIA UNIVERSITYETAL,2,,,True
New York University,Manhattan,566,1,9,5 AVENUE,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,603,46,,,NEW YORK UNIVERSITY,1,,,True
Pratt Institute,Brooklyn,1893,37,78,STEUBEN STREET,PRATT INSTITUTE,2,DEED,04/03/2006,True
Pratt Institute,Brooklyn,1893,38,80,STEUBEN STREET,PRATT INSTITUTE,2,DEED,04/03/2006,True
Pratt Institute,Brooklyn,1893,15,79,GRAND AVENUE,PRATT INSTITUTE,2,DEED,04/03/2006,True
Pratt Institute,Brooklyn,1893,39,82,STEUBEN STREET,PRATT INSTITUTE,2,DEED,04/03/2006,True
Pratt Institute,Brooklyn,1893,14,81,GRAND AVENUE,PRATT INSTITUTE,2,DEED,04/03/2006,True
Columbia University,Brooklyn,2217,68,,,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,1,,,True
New York University,Bronx,2883,81,,MAJOR DEEGAN EXPRESS,NEW YORK UNIVERSITY,2,DEED COR,07/31/1964,True
Columbia University,Manhattan,1977,29,,,COLUMBIA UNIVERSITY,2,DEED,,True
Columbia University,Bronx,5937,458,5215,SYCAMORE AVENUE,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY NEW YORK,2,,,True
Pratt Institute,Brooklyn,1892,61,98-104,GRAND AVENUE,PRATT INSTITUTE,2,DEED,10/28/2014,False
Columbia University,Manhattan,1165,1042,253,WEST   73 STREET,COLUMBIA UNIVERSITYETC,2,,,True
Columbia University,Manhattan,29,48,,,COLUMBIA UNIVERISTYNYC,1,,,True
Columbia University,Manhattan,2139,17,1050,RIVERSIDE DRIVE,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,DEED,07/26/2005,True
New York University,Manhattan,1492,11,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,541,26,,,NEW YORK UNIVERSITY,2,DEED,08/08/2001,True
New York University,Manhattan,1373,1366,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,05/22/2008,True
Columbia University,Manhattan,1896,32,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
New York University,Manhattan,1373,1440,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,07/03/2008,True
Pratt Institute,Brooklyn,1923,238,238,CLASSON AVE,PRATT INSTITUTE,1,,,True
Pratt Institute,Brooklyn,1920,285,285,RYERSON ST,PRATT INSTITUTE,1,,,True
Columbia University,Manhattan,1158,1587,200,WEST END AVENUE,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,DEED,03/12/2008,True
Columbia University,Manhattan,1523,45,168,EAST   95 STREET,TRS/COLUMBIA UNIV/N.Y.C.,2,,,True
Columbia University,Manhattan,1892,32,,,COLUMBIA UNIV CITY NY TR,2,,,True
The New School,Manhattan,870,1074,10,UNION SQUARE EAST,NEW SCHOOL SOCIAL RESCH,2,DEED,12/21/1987,True
Columbia University,Queens,8182,6,242-10,ALAMEDA AVENUE,COLUMBIA UNIVER.NYC(TRST,1,,,True
Columbia University,Manhattan,861,49,,,TRUSTEE/COLUMBIA UNIVERSITY INT HE CITY/NEW YORK,2,DEED,10/22/1999,True
Columbia University,Queens,4946,20,,,TRUSTEES OF COLUMBIA UNIV CITY OF NY,1,,,True
Columbia University,Queens,4943,36,,,TRUSTEES OF COLUMBIA UNIV CITY OF NY,1,,,True
Columbia University,Queens,4944,30,,,TRUSTEES OF COLUMBIA UNIV CITY OF NY,1,,,True
Columbia University,Queens,4944,38,,,TRUSTEES OF COLUMBIA UNIV CITY OF NY,1,,,True
Columbia University,Queens,4946,206,,,TRUSTEES OF COLUMBIA UNIV CITY OF NY,1,,,True
Columbia University,Queens,4943,56,,,TRUSTEES OF COLUMBIA UNIV CITY OF NY,1,,,True
Columbia University,Manhattan,1895,65,,,COLUMBIA UNIV IN NYCTR,2,DEED,,False
Columbia University,Manhattan,1994,72,,,COLUMBIA UNIVERSITY,2,DEED,,False
New York University,Manhattan,1461,1107,400,EAST 67TH   STREET,NEW YORK UNIVERSITY,2,,,True
Columbia University,Bronx,5730,780,2707,NETHERLAND AVENUE,TRUSTEES/COLUMBIA UNIVER,2,,,True
Columbia University,Manhattan,1895,45,619-623,W. 113TH ST.,THE TRUSTEES OF COLUMBIA UNIV. IN THE CITY OF NY,2,DEED,02/19/2009,True
New York University,Manhattan,886,1030,111,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,886,1031,111,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,1377,1102,1,EAST   62 STREET,NEW YORK UNIVERSITY,1,,,True
Columbia University,Manhattan,1895,52,,,COLUMBIA UNIV CITY NY TR,1,,,False
Columbia University,Manhattan,1895,62,,,COLUMBIA UNIV CITY NY TR,1,,,False
Columbia University,Bronx,4765,1,,,COLUMBIA UNIVERSITY/NYC/TRUSTEE,1,,,True
Columbia University,Manhattan,706,29,,,COLUMBIA UNIVERSITYTRUSTEE CITY OF NEW YORK,2,,,True
New York University,Bronx,3228,60,,,NEW YORK UNIVERSITY,2,DEED,10/04/1968,True
Pratt Institute,Brooklyn,1892,71,513,MYRTLE AVENUE,PRATT INSTITUTE,2,DEED,12/13/2004,True
New York University,Manhattan,541,29,,,NEW YORK UNIVERSITY,2,DEED,,True
Columbia University,Bronx,5808,544,,,TRUSTEE OF COLUMBIA UNIVERSITY CITY,2,,,True
St. John's University,Queens,6715,37,147-04,UNION TURNPIKE,ST JOHN'S UNIVERSITY,2,DEEDO,08/10/2005,True
New York University,Manhattan,525,48,,,NEW YORK UNIVERSITY,2,DEED,,True
New York University,Manhattan,537,19,,,NEW YORK UNIVERSITY,1,DEED,,True
Columbia University,Manhattan,33,36,,,COLUMBIA UNIVERSITYNYC,2,DEED,,True
Columbia University,Manhattan,33,35,,,COLUMBIA UNIVERSITYNYC,2,DEED,,True
Columbia University,Manhattan,1013,34,,,TR COLUMBIA UNIVER NY,1,,,True
The New School,Brooklyn,5182,65,481,EAST 18TH STREET,NEW SCHOOL UNIVERSITY,2,,,True
Columbia University,Manhattan,1868,1050,275,WEST 96TH STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
Columbia University,Manhattan,1868,1049,275,WEST 96TH STREET,THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF,2,,,True
Columbia University,Bronx,5758,336,308,WEST  234 STREET,COLUMBIA UNIVERSITY/NY,2,,,True
Columbia University,Brooklyn,965,47,,,TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NY,2,,,True
Columbia University,Manhattan,33,9999,,,COLUMBIA UNIV CITY OF NY,1,,,True
New York University,Manhattan,175,1309,90,FRANKLIN STREET,NEW YORK UNIVERSITY,1,,,True
Fordham University,Bronx,3273,324,,,FORDHAM UNIVERSITY,2,DEED,12/18/1967,True
Columbia University,Bronx,2322,81,220,EAST 138 STREET,THE TRUSTEES OF COLUMBIA UNIV IN THE CITY OF NY,2,,,True
Columbia University,Brooklyn,5114,12,170,STRATFORD ROAD,COLUMBIA UNIVERSITY/TRST,2,,,True
Columbia University,Manhattan,1266,1,1260,6 AVENUE,COLUMBIA UNIVERS. TRS.OF,1,DEED,02/28/1985,True
Columbia University,Manhattan,1976,48,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
Columbia University,Manhattan,1976,39,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
Columbia University,Manhattan,1976,61,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
Columbia University,Manhattan,1976,16,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
Columbia University,Manhattan,1976,53,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
Columbia University,Manhattan,1976,10,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
Columbia University,Manhattan,1976,51,,,COLUMBIA UNIV NYC TRSTS,2,DEED,,False
