school,boro_label,BLOCK,LOT,STREET NUMBER,STREET NAME,NAME,PARTY TYPE,DOC. TYPE,DOC. DATE,is_new
New York University,Manhattan,962,1002,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1025,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1103,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1104,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1078,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1036,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1106,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1056,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1100,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1089,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1042,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1040,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1031,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1020,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1051,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1033,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1005,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1026,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1073,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1060,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1041,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1047,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1081,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1012,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1015,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1085,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1019,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1059,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1004,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1037,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1068,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1050,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1007,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1063,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1087,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1048,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1079,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1105,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1038,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1091,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1099,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1039,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1080,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1006,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1067,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1082,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1053,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1046,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1107,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1035,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1014,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1095,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1030,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1084,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1096,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1057,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1045,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1024,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1093,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1018,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1077,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1098,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1064,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1022,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1065,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1032,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1066,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1097,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,962,1094,433,EAST 30TH   STREET,NEW YORK UNIVERSITY,2,,,True
The New School,Manhattan,571,1101,22,EAST 14TH   STREET,THE NEW SCHOOL,1,,,True
The New School,Manhattan,577,1002,72,5 AVENUE,THE NEW SCHOOL,1,,,True
New York University,Manhattan,615,26,242,WEST 12 STREET,NEW YORK UNIVERSITY SCHOOL OF LAW FOUNDATION,2,,,True
New York University,Manhattan,939,1,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,1373,1333,425,MAIN STREET,NEW YORK UNIVERSITY,1,DEED,09/19/2007,True
Columbia University,Manhattan,1867,60,,,COLUMBIA UNIV CITY NY TR,2,,,True
New York University,Bronx,3225,52,,,NEW YORK UNIVERSITY,1,DEED,08/15/1973,True
New York University,Bronx,3223,30,,,NEW YORK UNIVERSITY,1,DEED,08/15/1973,True
New York University,Bronx,3224,32,,,NEW YORK UNIVERSITY,1,DEED,08/15/1973,True
New York University,Manhattan,576,48,11,WEST 12TH STREET,NEW YORK UNIVERSITY,2,,,True
New York University,Manhattan,467,12,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,467,13,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,467,58,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,467,2,,,NEW YORK UNIVERSITY,1,,,True
New York University,Manhattan,467,5,,,NEW YORK UNIVERSITY,1,,,True
Fordham University,Manhattan,1132,10,140,WEST   60 STREET,FORDHAM UNIVERSITY,2,,,True
Fordham University,Manhattan,1132,20,155,WEST   60 STREET,FORDHAM UNIVERSITY,2,,,False
Columbia University,Queens,10155,123,,,COLUMBIA UNIV OF CITY OF NY (TRUSTEES OF),1,,,True
Columbia University,Queens,15564,25,,,COLUMBIA UNIV OF CITY OF NY (TRUSTEES OF),1,,,True
Columbia University,Queens,4958,31,,,COLUMBIA UNIV OF CITY OF NY (TRUSTEES OF),1,,,True
Columbia University,Queens,3544,24,,,COLUMBIA UNIV OF CITY OF NY (TRUSTEES OF),1,,,True
Columbia University,Queens,8064,92,,,INVESTEES OF COLUMBIA UNIV C NY,2,DEED,03/18/1968,True
Pratt Institute,Brooklyn,1918,16,275,WASHINGTON AVENUE,PRATT INSTITUTE,1,DEED,06/22/2007,True
The New School,Manhattan,571,1,2,EAST   14 STREET,NEW SCHOOL,1,,,True
