parcel_key,corporationname,building_address,boro,block,lot,property_type
1-2244-1,COLUMBIA UNIVERSITY,"501 W 218TH ST, Manhattan, NY",MANHATTAN,2244,1,OT
1-1973-1,COLUMBIA UNIVERSITY,"1190 AMSTERDAM AVE, Manhattan, NY",MANHATTAN,1973,1,OT
1-1989-1,COLUMBIA UNIVERSITY,"26 CLAREMONT AVE, Manhattan, NY",MANHATTAN,1989,1,OT
1-546-35,NEW YORK UNIVERSITY,"707 BROADWAY, Manhattan, NY",MANHATTAN,546,35,OT
1-546-21,NEW YORK UNIVERSITY,"8 WASHINGTON PLACE, Manhattan, NY",MANHATTAN,546,21,OT
1-535-36,NEW YORK UNIVERSITY,"17 WEST 3 STREET, Manhattan, NY",MANHATTAN,535,36,OT
1-550-22,NEW YORK UNIVERSITY,"1 5 AVENUE, Manhattan, NY",MANHATTAN,550,22,OT
1-1986-10,COLUMBIA UNIVERSITY,"555 WEST 131 STREET, Manhattan, NY",MANHATTAN,1986,10,CR
1-1987-1,COLUMBIA UNIVERSITY,"3300 BROADWAY, Manhattan, NY",MANHATTAN,1987,1,CR
1-1995-31,COLUMBIA UNIVERSITY,"3207 BROADWAY, Manhattan, NY",MANHATTAN,1995,31,OT
1-1999-33,COLUMBIA UNIVERSITY,"3289 BROADWAY, Manhattan, NY",MANHATTAN,1999,33,AP
1-1997-8027,COLUMBIA UNIVERSITY,"603 WEST 130TH STREET, Manhattan, NY",MANHATTAN,1997,8027,VN
1-1998-6,COLUMBIA UNIVERSITY,"653 WEST 131 STREET, Manhattan, NY",MANHATTAN,1998,6,CR
1-1997-8040,COLUMBIA UNIVERSITY,"604 WEST 131 STEET, Manhattan, NY",MANHATTAN,1997,8040,VN
1-1996-23,COLUMBIA UNIVERSITY,"603 WEST 129 STREET, Manhattan, NY",MANHATTAN,1996,23,OT
1-1998-13,COLUMBIA UNIVERSITY,"635 WEST 131 STREET, Manhattan, NY",MANHATTAN,1998,13,CR
1-1999-8001,COLUMBIA UNIVERSITY,"nan WEST 132 STREET, Manhattan, NY",MANHATTAN,1999,8001,OT
1-1998-1,COLUMBIA UNIVERSITY,"2301 JOE DIMAGGIO HIGHWAY, Manhattan, NY",MANHATTAN,1998,1,VN
1-1997-1,COLUMBIA UNIVERSITY,"2285 12 AVENUE, Manhattan, NY",MANHATTAN,1997,1,OT
1-1987-9,COLUMBIA UNIVERSITY,"547 WEST 133 STREET, Manhattan, NY",MANHATTAN,1987,9,CR
1-1998-24,COLUMBIA UNIVERSITY,"3267 BROADWAY, Manhattan, NY",MANHATTAN,1998,24,CR
1-1986-65,COLUMBIA UNIVERSITY,"3280 BROADWAY, Manhattan, NY",MANHATTAN,1986,65,CR
1-1998-61,COLUMBIA UNIVERSITY,"2311 12 AVENUE, Manhattan, NY",MANHATTAN,1998,61,CR
1-1986-1,COLUMBIA UNIVERSITY,"3260 BROADWAY, Manhattan, NY",MANHATTAN,1986,1,CR
1-1998-3,COLUMBIA UNIVERSITY,"2307 JOE DIMAGGIO HIGHWAY, Manhattan, NY",MANHATTAN,1998,3,VN
1-1997-8009,COLUMBIA UNIVERSITY,"631 WEST 130 STEET, Manhattan, NY",MANHATTAN,1997,8009,VN
1-1987-7,COLUMBIA UNIVERSITY,"553 WEST 133 STREET, Manhattan, NY",MANHATTAN,1987,7,CR
1-1998-16,COLUMBIA UNIVERSITY,"633 WEST 131 STREET, Manhattan, NY",MANHATTAN,1998,16,IB
1-1997-8001,COLUMBIA UNIVERSITY,"nan WEST 131 STREET, Manhattan, NY",MANHATTAN,1997,8001,OT
1-1986-30,COLUMBIA UNIVERSITY,"3270 BROADWAY, Manhattan, NY",MANHATTAN,1986,30,OF
1-1996-14,COLUMBIA UNIVERSITY,"637 WEST 125TH STREET, Manhattan, NY",MANHATTAN,1996,14,VN
1-1998-10,COLUMBIA UNIVERSITY,"641 WEST 131 STREET, Manhattan, NY",MANHATTAN,1998,10,CR
1-1998-57,COLUMBIA UNIVERSITY,"640 WEST 132 STREET, Manhattan, NY",MANHATTAN,1998,57,CR
1-1986-6,COLUMBIA UNIVERSITY,"573 WEST 131 STREET, Manhattan, NY",MANHATTAN,1986,6,CR
1-2138-30,COLUMBIA UNIVERSITY,"3975 BROADWAY, Manhattan, NY",MANHATTAN,2138,30,CR
1-2138-40,COLUMBIA UNIVERSITY,"180 FT WASHINGTON AVENUE, Manhattan, NY",MANHATTAN,2138,40,CR
2-5789-33,COLUMBIA UNIVERSITY,"3260 HENRY HUDSON PARKWAY, Bronx, NY",BRONX,5789,33,AP
3-6050-45,NEW YORK UNIVERSITY,"437 88 STREET, Brooklyn, NY",BROOKLYN,6050,45,OF
4-7010-6,NEW YORK UNIVERSITY,"76-10 174TH STREET, Queens, NY",QUEENS,7010,6,D1
1-621-68,NEW YORK UNIVERSITY,"65 CHARLES STREET, Manhattan, NY",MANHATTAN,621,68,D2
3-325-1101,NEW YORK UNIVERSITY,"323 CLINTON STREET, Brooklyn, NY",BROOKLYN,325,1101,SC
1-618-1415,NEW YORK UNIVERSITY,"122 GREENWICH AVENUE, Manhattan, NY",MANHATTAN,618,1415,SC
1-2004-1002,COLUMBIA UNIVERSITY,"2286 12TH AVE, Manhattan, NY",MANHATTAN,2004,1002,CC
1-2004-1102,COLUMBIA UNIVERSITY,"2286 12TH AVE, Manhattan, NY",MANHATTAN,2004,1102,OT
1-2004-1103,COLUMBIA UNIVERSITY,"2286 12TH AVE, Manhattan, NY",MANHATTAN,2004,1103,OT
1-2004-1101,COLUMBIA UNIVERSITY,"2286 12TH AVE, Manhattan, NY",MANHATTAN,2004,1101,OT
1-2004-1003,COLUMBIA UNIVERSITY,"2286 12TH AVE, Manhattan, NY",MANHATTAN,2004,1003,CC
1-887-30,NEW YORK UNIVERSITY,"195 LEXINGTON AVENUE, Manhattan, NY",MANHATTAN,887,30,AP
1-570-42,NEW YORK UNIVERSITY,"7 EAST 12 STREET, Manhattan, NY",MANHATTAN,570,42,OT
1-547-1,NEW YORK UNIVERSITY,"100 WASHINGTON SQUARE EAST, Manhattan, NY",MANHATTAN,547,1,OT
1-568-32,NEW YORK UNIVERSITY,"7 EAST 10 STREET, Manhattan, NY",MANHATTAN,568,32,OT
1-100-1121,NEW YORK UNIVERSITY,"150 NASSAU STREET, Manhattan, NY",MANHATTAN,100,1121,SC
1-962-1054,NEW YORK UNIVERSITY,"550 1ST AVENUE, Manhattan, NY",MANHATTAN,962,1054,IB
1-962-1028,NEW YORK UNIVERSITY,"550 1ST AVENUE, Manhattan, NY",MANHATTAN,962,1028,IB
1-966-1,NEW YORK UNIVERSITY,"606 FIRST AVENUE, Manhattan, NY",MANHATTAN,966,1,AP
1-962-1108,NEW YORK UNIVERSITY,"550 1ST AVENUE, Manhattan, NY",MANHATTAN,962,1108,IB
1-962-80,NEW YORK UNIVERSITY,"522 1 AVENUE, Manhattan, NY",MANHATTAN,962,80,CR
1-962-1109,NEW YORK UNIVERSITY,"550 1ST AVENUE, Manhattan, NY",MANHATTAN,962,1109,IB
1-962-1071,NEW YORK UNIVERSITY,"550 1ST AVENUE, Manhattan, NY",MANHATTAN,962,1071,IB
1-962-108,NEW YORK UNIVERSITY,"540 1 AVENUE, Manhattan, NY",MANHATTAN,962,108,CR
1-962-1072,NEW YORK UNIVERSITY,"550 1ST AVENUE, Manhattan, NY",MANHATTAN,962,1072,IB
1-962-1029,NEW YORK UNIVERSITY,"550 1ST AVENUE, Manhattan, NY",MANHATTAN,962,1029,IB
1-962-1110,NEW YORK UNIVERSITY,"550 1ST AVENUE, Manhattan, NY",MANHATTAN,962,1110,IB
1-1996-56,COLUMBIA UNIVERSITY,"651 WEST 125 STREET, Manhattan, NY",MANHATTAN,1996,56,OT
1-1996-61,COLUMBIA UNIVERSITY,"663 WEST 125 STREET, Manhattan, NY",MANHATTAN,1996,61,OT
1-575-61,THE NEW SCHOOL,"21 WEST 11TH STREET, Manhattan, NY",MANHATTAN,575,61,D2
1-1998-38,COLUMBIA UNIVERSITY,"602 WEST 132 STREET, Manhattan, NY",MANHATTAN,1998,38,OT
1-1998-29,COLUMBIA UNIVERSITY,"3259 BROADWAY, Manhattan, NY",MANHATTAN,1998,29,OT
1-1998-26,COLUMBIA UNIVERSITY,"605 WEST 131 STREET, Manhattan, NY",MANHATTAN,1998,26,OT
3-1094-77,NEW YORK UNIVERSITY,"503 11 STREET, Brooklyn, NY",BROOKLYN,1094,77,D2
1-554-1003,NEW YORK UNIVERSITY,"770 BROADWAY, Manhattan, NY",MANHATTAN,554,1003,CR
3-244-1112,NEW YORK UNIVERSITY,"134 PIERREPONT STREET, Brooklyn, NY",BROOKLYN,244,1112,SC
1-1132-1,FORDHAM UNIVERSITY,"106 COLUMBUS AVENUE, Manhattan, NY",MANHATTAN,1132,1,OT
1-554-1001,NEW YORK UNIVERSITY,"770 BROADWAY, Manhattan, NY",MANHATTAN,554,1001,OT
1-554-1002,NEW YORK UNIVERSITY,"770 BROADWAY, Manhattan, NY",MANHATTAN,554,1002,OT
1-538-40,NEW YORK UNIVERSITY,"566 LA GUARDIA PLACE, Manhattan, NY",MANHATTAN,538,40,OT
1-547-25,NEW YORK UNIVERSITY,"21 WASHINGTON PLACE, Manhattan, NY",MANHATTAN,547,25,OT
1-549-1,NEW YORK UNIVERSITY,"3 WASHINGTON SQUARE N, Manhattan, NY",MANHATTAN,549,1,OT
1-546-10,NEW YORK UNIVERSITY,"18 WASHINGTON PLACE, Manhattan, NY",MANHATTAN,546,10,OT
1-541-23,NEW YORK UNIVERSITY,"55 WASHINGTON SQUARE S, Manhattan, NY",MANHATTAN,541,23,OT
1-543-53,NEW YORK UNIVERSITY,"139 MAC DOUGAL STREET, Manhattan, NY",MANHATTAN,543,53,OT
1-541-33,NEW YORK UNIVERSITY,"249 SULLIVAN STREET, Manhattan, NY",MANHATTAN,541,33,OT
1-535-8,NEW YORK UNIVERSITY,"567 LA GUARDIA PLACE, Manhattan, NY",MANHATTAN,535,8,OT
1-541-1,NEW YORK UNIVERSITY,"40 WASHINGTON SQUARE S, Manhattan, NY",MANHATTAN,541,1,OT
1-535-1,NEW YORK UNIVERSITY,"44 WEST 4 STREET, Manhattan, NY",MANHATTAN,535,1,OT
1-547-5,NEW YORK UNIVERSITY,"24 WAVERLY PLACE, Manhattan, NY",MANHATTAN,547,5,OT
1-547-8,NEW YORK UNIVERSITY,"23 WASHINGTON PLACE, Manhattan, NY",MANHATTAN,547,8,OT
1-546-11,NEW YORK UNIVERSITY,"35 WEST 4 STREET, Manhattan, NY",MANHATTAN,546,11,OT
1-548-21,NEW YORK UNIVERSITY,"25 WAVERLY PLACE, Manhattan, NY",MANHATTAN,548,21,OT
1-541-18,NEW YORK UNIVERSITY,"51 WASHINGTON SQUARE S, Manhattan, NY",MANHATTAN,541,18,OT
1-930-34,NEW YORK UNIVERSITY,"421 1 AVENUE, Manhattan, NY",MANHATTAN,930,34,OT
1-962-100,NEW YORK UNIVERSITY,"433 EAST 25 STREET, Manhattan, NY",MANHATTAN,962,100,OT
2-3273-1,FORDHAM UNIVERSITY,"441 EAST FORDHAM ROAD, Bronx, NY",BRONX,3273,1,OT
1-1895-8,COLUMBIA UNIVERSITY,"611 WEST 112 STREET, Manhattan, NY",MANHATTAN,1895,8,OT
1-1871-1045,COLUMBIA UNIVERSITY,"245 WEST 99TH STREET, Manhattan, NY",MANHATTAN,1871,1045,SC
1-1291-1105,NEW YORK UNIVERSITY,"555 MADISON AVE, Manhattan, NY",MANHATTAN,1291,1105,CR
1-1291-1102,NEW YORK UNIVERSITY,"555 MADISON AVE, Manhattan, NY",MANHATTAN,1291,1102,CR
1-1291-1104,NEW YORK UNIVERSITY,"555 MADISON AVE, Manhattan, NY",MANHATTAN,1291,1104,CR
1-1291-1101,NEW YORK UNIVERSITY,"555 MADISON AVE, Manhattan, NY",MANHATTAN,1291,1101,CR
1-1291-1103,NEW YORK UNIVERSITY,"555 MADISON AVE, Manhattan, NY",MANHATTAN,1291,1103,CR
3-820-1001,NEW YORK UNIVERSITY,"5423 FIRST AVENUE, Brooklyn, NY",BROOKLYN,820,1001,CC
3-820-1002,NEW YORK UNIVERSITY,"5423 FIRST AVENUE, Brooklyn, NY",BROOKLYN,820,1002,CC
3-820-1003,NEW YORK UNIVERSITY,"5423 FIRST AVENUE, Brooklyn, NY",BROOKLYN,820,1003,CC
3-820-1007,NEW YORK UNIVERSITY,"5423 FIRST AVENUE, Brooklyn, NY",BROOKLYN,820,1007,CC
3-820-1004,NEW YORK UNIVERSITY,"5423 FIRST AVENUE, Brooklyn, NY",BROOKLYN,820,1004,CC
3-820-1006,NEW YORK UNIVERSITY,"5423 FIRST AVENUE, Brooklyn, NY",BROOKLYN,820,1006,CC
3-820-1005,NEW YORK UNIVERSITY,"5423 FIRST AVENUE, Brooklyn, NY",BROOKLYN,820,1005,CC
3-820-58,NEW YORK UNIVERSITY,"115 55TH STREET, Brooklyn, NY",BROOKLYN,820,58,VN
1-1841-1215,NEW YORK UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1215,SC
1-1291-1001,NEW YORK UNIVERSITY,"555 MADISON AVE, Manhattan, NY",MANHATTAN,1291,1001,CR
1-546-40,NEW YORK UNIVERSITY,"1 WEST 4 ST, Manhattan, NY",MANHATTAN,546,40,OT
2-5923-336,COLUMBIA UNIVERSITY,"4515 DOUGLAS AVENUE, Bronx, NY",BRONX,5923,336,D1
1-570-1144,THE NEW SCHOOL,"21 EAST 12TH STREET, Manhattan, NY",MANHATTAN,570,1144,SC
1-206-1106,NEW YORK UNIVERSITY,"123 BAXTER STREET, Manhattan, NY",MANHATTAN,206,1106,SC
1-888-1402,NEW YORK UNIVERSITY,"1 PARK AVE, Manhattan, NY",MANHATTAN,888,1402,OT
1-888-1401,NEW YORK UNIVERSITY,"1 PARK AVE, Manhattan, NY",MANHATTAN,888,1401,OT
1-1563-24,COLUMBIA UNIVERSITY,"1569 YORK AVENUE, Manhattan, NY",MANHATTAN,1563,24,AP
3-1162-1403,NEW YORK UNIVERSITY,"529 PARK PLACE, Brooklyn, NY",BROOKLYN,1162,1403,SC
3-1920-1,PRATT INSTITUTE,"200 WILLOUGHBY AVENUE, Brooklyn, NY",BROOKLYN,1920,1,CR
1-888-1203,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1203,OT
1-1139-1502,NEW YORK UNIVERSITY,"1980 BROADWAY, Manhattan, NY",MANHATTAN,1139,1502,CR
1-1139-1501,NEW YORK UNIVERSITY,"1980 BROADWAY, Manhattan, NY",MANHATTAN,1139,1501,CC
1-1139-1503,NEW YORK UNIVERSITY,"1980 BROADWAY, Manhattan, NY",MANHATTAN,1139,1503,CC
1-1239-1206,NEW YORK UNIVERSITY,"2461 BROADWAY, Manhattan, NY",MANHATTAN,1239,1206,SC
1-998-29,COLUMBIA UNIVERSITY,"1177 AVENUE OF THE AMER, Manhattan, NY",MANHATTAN,998,29,OF
1-743-1003,THE NEW SCHOOL,"300 WEST 20 STREET, Manhattan, NY",MANHATTAN,743,1003,CC
1-1291-1003,NEW YORK UNIVERSITY,"555 MADISON AVE, Manhattan, NY",MANHATTAN,1291,1003,CR
1-1291-1002,NEW YORK UNIVERSITY,"555 MADISON AVE, Manhattan, NY",MANHATTAN,1291,1002,CR
1-1833-1106,COLUMBIA UNIVERSITY,"382 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1833,1106,SC
3-683-1102,NEW YORK UNIVERSITY,"88 33RD ST, Brooklyn, NY",BROOKLYN,683,1102,CC
3-683-1103,NEW YORK UNIVERSITY,"88 33RD ST, Brooklyn, NY",BROOKLYN,683,1103,CC
3-683-1101,NEW YORK UNIVERSITY,"88 33RD ST, Brooklyn, NY",BROOKLYN,683,1101,CC
3-683-1002,NEW YORK UNIVERSITY,"88 33RD ST, Brooklyn, NY",BROOKLYN,683,1002,CC
1-1841-1293,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1293,SC
1-1599-1159,NEW YORK UNIVERSITY,"1400 5 AVENUE, Manhattan, NY",MANHATTAN,1599,1159,SC
3-1923-1,PRATT INSTITUTE,"238 CLASSON AVENUE, Brooklyn, NY",BROOKLYN,1923,1,CR
1-1841-1291,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1291,SC
1-900-1025,NEW YORK UNIVERSITY,"215 EAST 19TH STREET, Manhattan, NY",MANHATTAN,900,1025,SC
1-900-1062,NEW YORK UNIVERSITY,"215 EAST 19TH STREET, Manhattan, NY",MANHATTAN,900,1062,SC
1-1000-29,NEW YORK UNIVERSITY,"1211 AVENUE OF THE AMER, Manhattan, NY",MANHATTAN,1000,29,OT
1-969-1180,NEW YORK UNIVERSITY,"415 EAST 37TH STREET, Manhattan, NY",MANHATTAN,969,1180,SC
3-339-1207,NEW YORK UNIVERSITY,"291 UNION STREET, Brooklyn, NY",BROOKLYN,339,1207,SC
1-574-77,COLUMBIA UNIVERSITY,"69 WEST 10TH STREET, Manhattan, NY",MANHATTAN,574,77,D1
3-1922-1,PRATT INSTITUTE,"225 STEUBEN STREET, Brooklyn, NY",BROOKLYN,1922,1,OT
3-1921-64,PRATT INSTITUTE,"212 STEUBEN STREET, Brooklyn, NY",BROOKLYN,1921,64,OT
3-1921-19,PRATT INSTITUTE,"203 GRAND AVENUE, Brooklyn, NY",BROOKLYN,1921,19,OT
3-1921-1,PRATT INSTITUTE,"333 WAVERLY AVENUE, Brooklyn, NY",BROOKLYN,1921,1,OT
3-1919-100,PRATT INSTITUTE,"349 DEKALB AVENUE, Brooklyn, NY",BROOKLYN,1919,100,VR
3-1919-50,PRATT INSTITUTE,"189 WILLOUGHBY AVENUE, Brooklyn, NY",BROOKLYN,1919,50,OT
3-1919-1,PRATT INSTITUTE,"166 WILLOUGHBY AVENUE, Brooklyn, NY",BROOKLYN,1919,1,OT
1-939-9037,NEW YORK UNIVERSITY,"nan 1 AVENUE, Manhattan, NY",MANHATTAN,939,9037,CR
1-939-9036,NEW YORK UNIVERSITY,"nan 1 AVENUE, Manhattan, NY",MANHATTAN,939,9036,CR
1-939-9035,NEW YORK UNIVERSITY,"nan 1 AVENUE, Manhattan, NY",MANHATTAN,939,9035,CR
1-939-9034,NEW YORK UNIVERSITY,"nan 1 AVENUE, Manhattan, NY",MANHATTAN,939,9034,CR
4-7021-1,"ST JOHNS UNIVERSITY, NEW YORK","8150A UTOPIA PARKWAY, Queens, NY",QUEENS,7021,1,OT
2-5745-1028,COLUMBIA UNIVERSITY,"2521 PALISADE AVENUE, Bronx, NY",BRONX,5745,1028,SC
1-1881-3,COLUMBIA UNIVERSITY,"2828 BROADWAY, Manhattan, NY",MANHATTAN,1881,3,OT
1-1884-1,COLUMBIA UNIVERSITY,"545 WEST 112TH STREET, Manhattan, NY",MANHATTAN,1884,1,OT
1-1963-19,COLUMBIA UNIVERSITY,"106 MORNINGSIDE DRIVE, Manhattan, NY",MANHATTAN,1963,19,OT
1-900-1015,NEW YORK UNIVERSITY,"215 EAST 19TH STREET, Manhattan, NY",MANHATTAN,900,1015,SC
1-1291-51,NEW YORK UNIVERSITY,"555 MADISON AVENUE, Manhattan, NY",MANHATTAN,1291,51,OF
1-481-1,NEW YORK UNIVERSITY,"400 BROOME STREET, Manhattan, NY",MANHATTAN,481,1,CR
3-3896-63,NEW YORK UNIVERSITY,"4 VAN SICLEN COURT, Brooklyn, NY",BROOKLYN,3896,63,D1
1-545-53,NEW YORK UNIVERSITY,"400 LAFAYETTE STREET, Manhattan, NY",MANHATTAN,545,53,CR
1-637-1707,NEW YORK UNIVERSITY,"166 PERRY STREET, Manhattan, NY",MANHATTAN,637,1707,SC
1-637-1710,NEW YORK UNIVERSITY,"166 PERRY STREET, Manhattan, NY",MANHATTAN,637,1710,CK
3-836-19,NEW YORK UNIVERSITY,"150 56 STREET, Brooklyn, NY",BROOKLYN,836,19,CR
1-1991-1,COLUMBIA UNIVERSITY,"470 RIVERSIDE DRIVE, Manhattan, NY",MANHATTAN,1991,1,RS
3-323-23,NEW YORK UNIVERSITY,"453 HENRY STREET, Brooklyn, NY",BROOKLYN,323,23,D2
1-2124-35,COLUMBIA UNIVERSITY,"1150 ST NICHOLAS AVENUE, Manhattan, NY",MANHATTAN,2124,35,OT
1-465-37,NEW YORK UNIVERSITY,"34 STUYVESANT STREET, Manhattan, NY",MANHATTAN,465,37,OT
3-683-1001,NEW YORK UNIVERSITY,"88 33RD ST, Brooklyn, NY",BROOKLYN,683,1001,CC
2-5914-349,NEW YORK UNIVERSITY,"4807 ARLINGTON AVENUE, Bronx, NY",BRONX,5914,349,RG
1-2004-1001,COLUMBIA UNIVERSITY,"2286 12TH AVE, Manhattan, NY",MANHATTAN,2004,1001,CR
1-1923-1017,FORDHAM UNIVERSITY,"257 WEST 117TH STREET, Manhattan, NY",MANHATTAN,1923,1017,SC
1-2094-1202,COLUMBIA UNIVERSITY,"3599 BROADWAY, Manhattan, NY",MANHATTAN,2094,1202,BS
1-1883-54,COLUMBIA UNIVERSITY,"534 WEST 112 STREET, Manhattan, NY",MANHATTAN,1883,54,OT
1-888-1201,NEW YORK UNIVERSITY,"1 PARK AVE, Manhattan, NY",MANHATTAN,888,1201,CC
1-888-1202,NEW YORK UNIVERSITY,"1 PARK AVENUE, Manhattan, NY",MANHATTAN,888,1202,CC
3-149-1005,NEW YORK UNIVERSITY,"445 GOLD STREET, Brooklyn, NY",BROOKLYN,149,1005,OT
3-149-1004,NEW YORK UNIVERSITY,"445 GOLD STREET, Brooklyn, NY",BROOKLYN,149,1004,OT
3-149-1003,NEW YORK UNIVERSITY,"445 GOLD STREET, Brooklyn, NY",BROOKLYN,149,1003,OT
3-149-1002,NEW YORK UNIVERSITY,"1 DEKALB AVENUE, Brooklyn, NY",BROOKLYN,149,1002,OT
3-149-1001,NEW YORK UNIVERSITY,"1 DEKALB AVENUE, Brooklyn, NY",BROOKLYN,149,1001,OT
3-943-1107,COLUMBIA UNIVERSITY,"137 4TH AVENUE, Brooklyn, NY",BROOKLYN,943,1107,SC
1-1242-1019,COLUMBIA UNIVERSITY,"212 WEST 95TH, Manhattan, NY",MANHATTAN,1242,1019,SC
1-601-1304,NEW YORK UNIVERSITY,"160 LEROY STREET, Manhattan, NY",MANHATTAN,601,1304,SC
1-896-1,NEW YORK UNIVERSITY,"125 3 AVENUE, Manhattan, NY",MANHATTAN,896,1,CR
1-1984-33,COLUMBIA UNIVERSITY,"501 WEST 129 STREET, Manhattan, NY",MANHATTAN,1984,33,OT
1-1263-38,COLUMBIA UNIVERSITY,"590 5 AVENUE, Manhattan, NY",MANHATTAN,1263,38,CR
1-1841-1206,COLUMBIA UNIVERSITY,"455 CENTRAL PARK WEST, Manhattan, NY",MANHATTAN,1841,1206,SC
1-803-1053,NEW YORK UNIVERSITY,"315 SEVENTH AVENUE, Manhattan, NY",MANHATTAN,803,1053,SC
3-2058-17,NEW YORK UNIVERSITY,"339 BRIDGE STREET, Brooklyn, NY",BROOKLYN,2058,17,OT
3-2059-1,NEW YORK UNIVERSITY,"4 METROTECH CENTER, Brooklyn, NY",BROOKLYN,2059,1,OT
1-1029-53,COLUMBIA UNIVERSITY,"5 COLUMBUS CIRCLE, Manhattan, NY",MANHATTAN,1029,53,OF
1-2139-51,COLUMBIA UNIVERSITY,"1 HAVEN AVENUE, Manhattan, NY",MANHATTAN,2139,51,OT
1-547-30,NEW YORK UNIVERSITY,"721 BROADWAY, Manhattan, NY",MANHATTAN,547,30,OT
1-545-26,NEW YORK UNIVERSITY,"740 BROADWAY, Manhattan, NY",MANHATTAN,545,26,OT
1-2214-41,COLUMBIA UNIVERSITY,"425 WEST 218 STREET, Manhattan, NY",MANHATTAN,2214,41,CR
1-2214-1,COLUMBIA UNIVERSITY,"5094 BROADWAY, Manhattan, NY",MANHATTAN,2214,1,CR
1-2004-171,COLUMBIA UNIVERSITY,"nan WEST 132 STREET, Manhattan, NY",MANHATTAN,2004,171,PA
1-2004-72,COLUMBIA UNIVERSITY,"2308 JOE DIMAGGIO HIGHWAY, Manhattan, NY",MANHATTAN,2004,72,CR
1-2004-71,COLUMBIA UNIVERSITY,"2302 JOE DIMAGGIO HIGHWAY, Manhattan, NY",MANHATTAN,2004,71,CR
1-2004-68,COLUMBIA UNIVERSITY,"2298 JOE DIMAGGIO HIGHWAY, Manhattan, NY",MANHATTAN,2004,68,CR
1-2004-65,COLUMBIA UNIVERSITY,"2298 12TH AVENUE, Manhattan, NY",MANHATTAN,2004,65,CR
1-2004-50,COLUMBIA UNIVERSITY,"nan WEST 131 STREET, Manhattan, NY",MANHATTAN,2004,50,CR
1-2004-46,COLUMBIA UNIVERSITY,"2290 JOE DIMAGGIO HIGHWAY, Manhattan, NY",MANHATTAN,2004,46,CR
4-7021-50,"ST JOHNS UNIVERSITY, NEW YORK","81-50B UTOPIA PARKWAY, Queens, NY",QUEENS,7021,50,OT
4-7021-75,"ST JOHNS UNIVERSITY, NEW YORK","81-50C UTOPIA PARKWAY, Queens, NY",QUEENS,7021,75,CR
4-7021-100,"ST JOHNS UNIVERSITY, NEW YORK","81-50D UTOPIA PARKWAY, Queens, NY",QUEENS,7021,100,OT
1-921-51,THE NEW SCHOOL,"318 EAST 15TH STREET, Manhattan, NY",MANHATTAN,921,51,CR
1-1047-1075,NEW YORK UNIVERSITY,"340 WEST 57TH STREET, Manhattan, NY",MANHATTAN,1047,1075,SC
1-1998-17,COLUMBIA UNIVERSITY,"615 WEST 131 STREET, Manhattan, NY",MANHATTAN,1998,17,CR
1-825-1003,COLUMBIA UNIVERSITY,"35 WEST 23, Manhattan, NY",MANHATTAN,825,1003,SC
1-1171-4115,COLUMBIA UNIVERSITY,"80 RIVERSIDE BOULEVARD, Manhattan, NY",MANHATTAN,1171,4115,SC
1-523-44,NEW YORK UNIVERSITY,"194-196 MERCER STREET, Manhattan, NY",MANHATTAN,523,44,OT
1-531-20,NEW YORK UNIVERSITY,"383 LAFAYETTE STREET, Manhattan, NY",MANHATTAN,531,20,OT
1-544-50,NEW YORK UNIVERSITY,"20 COOPER SQUARE, Manhattan, NY",MANHATTAN,544,50,OT
2-5808-354,NEW YORK UNIVERSITY,"316 WEST 245 STREET, Bronx, NY",BRONX,5808,354,D1
1-613-20,NEW YORK UNIVERSITY,"230 WEST 11TH STREET, Manhattan, NY",MANHATTAN,613,20,D1
1-1829-25,COLUMBIA UNIVERSITY,"223 WEST 113 STREET, Manhattan, NY",MANHATTAN,1829,25,D2
1-2004-102,COLUMBIA UNIVERSITY,"2328 12TH AVENUE, Manhattan, NY",MANHATTAN,2004,102,CR
1-1999-1,COLUMBIA UNIVERSITY,"2321 JOE DIMAGGIO HWY(ADJ TO), Manhattan, NY",MANHATTAN,1999,1,VN
1-1998-49,COLUMBIA UNIVERSITY,"624 WEST 132 STREET (ADJACENT TO), Manhattan, NY",MANHATTAN,1998,49,UT
1-1999-32,COLUMBIA UNIVERSITY,"3287 BROADWAY, Manhattan, NY",MANHATTAN,1999,32,AP
1-1999-31,COLUMBIA UNIVERSITY,"3285 BROADWAY, Manhattan, NY",MANHATTAN,1999,31,AP
1-1999-29,COLUMBIA UNIVERSITY,"3281 BROADWAY (ADJACENT TO), Manhattan, NY",MANHATTAN,1999,29,VN
1-1999-30,COLUMBIA UNIVERSITY,"3283 BROADWAY (ADJACENT TO), Manhattan, NY",MANHATTAN,1999,30,VN
1-2094-1205,COLUMBIA UNIVERSITY,"3599 BROADWAY, Manhattan, NY",MANHATTAN,2094,1205,IB
1-611-13,NEW YORK UNIVERSITY,"52 CHARLES STREET, Manhattan, NY",MANHATTAN,611,13,D2
