parcel_key,corporationname,building_address,boro,block,lot,property_type
1-35-16,COLUMBIA UNIVERSITY,"Block 35 Lot 16, Manhattan, NY",MANHATTAN,35,16,PA
1-35-39,COLUMBIA UNIVERSITY,"Block 35 Lot 39, Manhattan, NY",MANHATTAN,35,39,PA
1-35-11,COLUMBIA UNIVERSITY,"Block 35 Lot 11, Manhattan, NY",MANHATTAN,35,11,PA
1-35-37,COLUMBIA UNIVERSITY,"Block 35 Lot 37, Manhattan, NY",MANHATTAN,35,37,PA
1-1889-49,COLUMBIA UNIVERSITY,"325 WEST 101 STREET, Manhattan, NY",MANHATTAN,1889,49,OT
4-6715-30,"ST JOHNS UNIVERSITY, NEW YORK","147-22 UNION TURNPIKE, Queens, NY",QUEENS,6715,30,D3
4-438-13,NEW YORK UNIVERSITY,"21-21 44TH   DRIVE, Queens, NY",QUEENS,438,13,CR
1-1305-60,COLUMBIA UNIVERSITY,"570 LEXINGTON AVENUE, Manhattan, NY",MANHATTAN,1305,60,CR
4-1232-64,COLUMBIA UNIVERSITY,"39-11 62 STREET, Queens, NY",QUEENS,1232,64,AP
4-1232-60,COLUMBIA UNIVERSITY,"39-19 62 STREET, Queens, NY",QUEENS,1232,60,AP
4-1232-62,COLUMBIA UNIVERSITY,"39-15 62 STREET, Queens, NY",QUEENS,1232,62,AP
1-944-15,NEW YORK UNIVERSITY,"325 EAST   38 STREET, Manhattan, NY",MANHATTAN,944,15,PA
1-1377-1107,NEW YORK UNIVERSITY,"1 EAST 62ND STREET, Manhattan, NY",MANHATTAN,1377,1107,SC
1-577-12,THE NEW SCHOOL,"56 WEST 14 STREET, Manhattan, NY",MANHATTAN,577,12,OT
1-2215-857,COLUMBIA UNIVERSITY,"nan 9 AVENUE, Manhattan, NY",MANHATTAN,2215,857,PA
1-2215-842,COLUMBIA UNIVERSITY,"5140 BROADWAY, Manhattan, NY",MANHATTAN,2215,842,PA
1-2215-852,COLUMBIA UNIVERSITY,"4168 9 AVENUE, Manhattan, NY",MANHATTAN,2215,852,PA
1-2215-863,COLUMBIA UNIVERSITY,"4116 WEST  220 STREET, Manhattan, NY",MANHATTAN,2215,863,PA
1-2215-866,COLUMBIA UNIVERSITY,"409 WEST  220 STREET, Manhattan, NY",MANHATTAN,2215,866,PA
3-402-42,COLUMBIA UNIVERSITY,"210 SMITH STREET, Brooklyn, NY",BROOKLYN,402,42,F1
3-224-4,COLUMBIA UNIVERSITY,"109 COLUMBIA HEIGHTS, Brooklyn, NY",BROOKLYN,224,4,D1
1-1185-76,COLUMBIA UNIVERSITY,"302 WEST 77 STREET, Manhattan, NY",MANHATTAN,1185,76,PA
1-1874-164,COLUMBIA UNIVERSITY,"870 WEST END AVENUE, Manhattan, NY",MANHATTAN,1874,164,D1
2-3273-206,FORDHAM UNIVERSITY,"2539 CAMBRELENG AVENUE, Bronx, NY",BRONX,3273,206,PA
1-1883-1122,COLUMBIA UNIVERSITY,"516 WEST  112 STREET, Manhattan, NY",MANHATTAN,1883,1122,PA
2-3273-355,FORDHAM UNIVERSITY,"Block 3273 Lot 355, Bronx, NY",BRONX,3273,355,PA
1-194-36,COLUMBIA UNIVERSITY,"413 BROADWAY, Manhattan, NY",MANHATTAN,194,36,PA
1-551-11,NEW YORK UNIVERSITY,"Block 551 Lot 11, Manhattan, NY",MANHATTAN,551,11,PA
3-1804-44,THE NEW SCHOOL,"379 QUINCY STREET, Brooklyn, NY",BROOKLYN,1804,44,D2
1-1084-9,COLUMBIA UNIVERSITY,"525 WEST   55 STREET, Manhattan, NY",MANHATTAN,1084,9,PA
3-945-1051,NEW YORK UNIVERSITY,"100 STERLING PLACE, Brooklyn, NY",BROOKLYN,945,1051,SC
3-945-1013,NEW YORK UNIVERSITY,"100 STERLING PLACE, Brooklyn, NY",BROOKLYN,945,1013,PS
1-2112-40,COLUMBIA UNIVERSITY,"Block 2112 Lot 40, Manhattan, NY",MANHATTAN,2112,40,PA
1-1994-38,COLUMBIA UNIVERSITY,"167 CLAREMONT AVENUE, Manhattan, NY",MANHATTAN,1994,38,PA
1-1994-1,COLUMBIA UNIVERSITY,"nan RIVERSIDE DRIVE, Manhattan, NY",MANHATTAN,1994,1,OT
3-1007-220,COLUMBIA UNIVERSITY,"73 12 STREET, Brooklyn, NY",BROOKLYN,1007,220,CR
1-1332-20,COLUMBIA UNIVERSITY,"241 EAST 58TH   STREET, Manhattan, NY",MANHATTAN,1332,20,CR
1-1894-43,COLUMBIA UNIVERSITY,"603 WEST 111TH STREET, Manhattan, NY",MANHATTAN,1894,43,SP
1-627-19,NEW YORK UNIVERSITY,"49 HORATIO STREET, Manhattan, NY",MANHATTAN,627,19,D2
1-2112-10,COLUMBIA UNIVERSITY,"Block 2112 Lot 10, Manhattan, NY",MANHATTAN,2112,10,PA
1-1859-35,NEW YORK UNIVERSITY,"914 COLUMBUS AVENUE, Manhattan, NY",MANHATTAN,1859,35,CR
1-1997-29,COLUMBIA UNIVERSITY,"3241 BROADWAY (ADJACENT TO), Manhattan, NY",MANHATTAN,1997,29,VN
3-7688-32,COLUMBIA UNIVERSITY,"1531 EAST 27TH STREET, Brooklyn, NY",BROOKLYN,7688,32,D1
2-3273-239,FORDHAM UNIVERSITY,"2530 HUGHES AVENUE, Bronx, NY",BRONX,3273,239,D2
4-7021-137,"ST JOHNS UNIVERSITY, NEW YORK","170-25 GRAND CENTRAL PKWY N, Queens, NY",QUEENS,7021,137,PA
3-1933-1000,PRATT INSTITUTE,"Block 1933 Lot 1000, Brooklyn, NY",BROOKLYN,1933,1000,PA
3-1933-100,PRATT INSTITUTE,"333 LAFAYETTE AVENUE, Brooklyn, NY",BROOKLYN,1933,100,AP
3-1933-60,PRATT INSTITUTE,"309 LAFAYETTE AVENUE, Brooklyn, NY",BROOKLYN,1933,60,CR
1-570-40,NEW YORK UNIVERSITY,"11 EAST 12TH   STREET, Manhattan, NY",MANHATTAN,570,40,CR
2-5762-493,COLUMBIA UNIVERSITY,"nan CORLEAR AVENUE, Bronx, NY",BRONX,5762,493,PA
2-5923-225,COLUMBIA UNIVERSITY,"Block 5923 Lot 225, Bronx, NY",BRONX,5923,225,PA
2-5923-215,COLUMBIA UNIVERSITY,"Block 5923 Lot 215, Bronx, NY",BRONX,5923,215,PA
1-1891-129,COLUMBIA UNIVERSITY,"Block 1891 Lot 129, Manhattan, NY",MANHATTAN,1891,129,PA
2-3066-21,FORDHAM UNIVERSITY,"2423 ARTHUR AVENUE, Bronx, NY",BRONX,3066,21,AP
1-1152-5,COLUMBIA UNIVERSITY,"247 WEST 60TH   STREET, Manhattan, NY",MANHATTAN,1152,5,CR
1-1152-55,COLUMBIA UNIVERSITY,"240 WEST 61 STREET, Manhattan, NY",MANHATTAN,1152,55,IB
1-1152-11,COLUMBIA UNIVERSITY,"239 WEST 60TH   STREET, Manhattan, NY",MANHATTAN,1152,11,AP
1-1152-10,COLUMBIA UNIVERSITY,"241 WEST 60 STREET, Manhattan, NY",MANHATTAN,1152,10,IB
1-1152-12,COLUMBIA UNIVERSITY,"237 WEST 60 STREET, Manhattan, NY",MANHATTAN,1152,12,IB
1-1152-8,COLUMBIA UNIVERSITY,"31-08 82ND STREET, Manhattan, NY",MANHATTAN,1152,8,D1
3-1378-53,COLUMBIA UNIVERSITY,"232 UTICA AVENUE, Brooklyn, NY",BROOKLYN,1378,53,PA
1-881-29,NEW YORK UNIVERSITY,"137 EAST 25TH STREET, Manhattan, NY",MANHATTAN,881,29,OF
2-5922-140,COLUMBIA UNIVERSITY,"Block 5922 Lot 140, Bronx, NY",BRONX,5922,140,PA
3-6828-73,COLUMBIA UNIVERSITY,"1871 EAST 22ND STREET, Brooklyn, NY",BROOKLYN,6828,73,D1
1-999-3,COLUMBIA UNIVERSITY,"nan BROADWAY, Manhattan, NY",MANHATTAN,999,3,CR
2-3273-357,FORDHAM UNIVERSITY,"Block 3273 Lot 357, Bronx, NY",BRONX,3273,357,PA
1-550-23,NEW YORK UNIVERSITY,"4 EAST 8TH STREET, Manhattan, NY",MANHATTAN,550,23,OT
1-1377-1103,NEW YORK UNIVERSITY,"1 EAST 62ND STREET, Manhattan, NY",MANHATTAN,1377,1103,SC
1-1896-61,COLUMBIA UNIVERSITY,"Block 1896 Lot 61, Manhattan, NY",MANHATTAN,1896,61,PA
1-1530-1,NEW YORK UNIVERSITY,"1491 3 AVENUE, Manhattan, NY",MANHATTAN,1530,1,CR
2-3217-9,NEW YORK UNIVERSITY,"2202 ANDREWS AVENUE NORTH, Bronx, NY",BRONX,3217,9,PA
1-571-1506,THE NEW SCHOOL,"10 EAST 14TH STREET, Manhattan, NY",MANHATTAN,571,1506,SC
1-571-1505,THE NEW SCHOOL,"10 EAST 14TH STREET, Manhattan, NY",MANHATTAN,571,1505,SC
1-571-1508,THE NEW SCHOOL,"10 EAST 14 STREET, Manhattan, NY",MANHATTAN,571,1508,SC
1-571-1503,THE NEW SCHOOL,"10 EAST 14TH STREET, Manhattan, NY",MANHATTAN,571,1503,SC
1-571-1507,THE NEW SCHOOL,"10 EAST 14 STREET, Manhattan, NY",MANHATTAN,571,1507,SC
1-571-1504,THE NEW SCHOOL,"10 EAST 14TH STREET, Manhattan, NY",MANHATTAN,571,1504,SC
1-722-1065,COLUMBIA UNIVERSITY,"420 WEST 25TH STREET, Manhattan, NY",MANHATTAN,722,1065,SC
3-1668-86,COLUMBIA UNIVERSITY,"643 MACON STREET, Brooklyn, NY",BROOKLYN,1668,86,D2
3-5371-36,COLUMBIA UNIVERSITY,"556 EAST 3 STREET, Brooklyn, NY",BROOKLYN,5371,36,D2
1-1240-1013,COLUMBIA UNIVERSITY,"255 WEST 92ND STREET, Manhattan, NY",MANHATTAN,1240,1013,SC
1-566-1,NEW YORK UNIVERSITY,"11 FIFTH AVENUE, Manhattan, NY",MANHATTAN,566,1,SP
1-603-46,NEW YORK UNIVERSITY,"636 GREENWICH STREET, Manhattan, NY",MANHATTAN,603,46,CR
3-1893-37,PRATT INSTITUTE,"78 STEUBEN STREET, Brooklyn, NY",BROOKLYN,1893,37,PA
3-1893-38,PRATT INSTITUTE,"80 STEUBEN STREET, Brooklyn, NY",BROOKLYN,1893,38,CR
3-1893-15,PRATT INSTITUTE,"79 GRAND AVENUE, Brooklyn, NY",BROOKLYN,1893,15,IB
3-1893-39,PRATT INSTITUTE,"82 STEUBEN STREET, Brooklyn, NY",BROOKLYN,1893,39,CR
3-1893-14,PRATT INSTITUTE,"81 GRAND AVENUE, Brooklyn, NY",BROOKLYN,1893,14,PA
3-2217-68,COLUMBIA UNIVERSITY,"73 RUTLEDGE STREET, Brooklyn, NY",BROOKLYN,2217,68,CR
2-2883-81,NEW YORK UNIVERSITY,"nan MAJOR DEEGAN EXPRESS, Bronx, NY",BRONX,2883,81,PA
1-1977-29,COLUMBIA UNIVERSITY,"501 WEST 122ND STREET, Manhattan, NY",MANHATTAN,1977,29,SP
2-5937-458,COLUMBIA UNIVERSITY,"5215 SYCAMORE AVENUE, Bronx, NY",BRONX,5937,458,D1
1-1165-1042,COLUMBIA UNIVERSITY,"253 WEST 73 STREET, Manhattan, NY",MANHATTAN,1165,1042,SC
1-29-48,COLUMBIA UNIVERSITY,"19 SOUTH WILLIAM STREET, Manhattan, NY",MANHATTAN,29,48,OT
1-2139-17,COLUMBIA UNIVERSITY,"1050 RIVERSIDE DRIVE, Manhattan, NY",MANHATTAN,2139,17,PA
1-1492-11,NEW YORK UNIVERSITY,"17 EAST 80TH STREET, Manhattan, NY",MANHATTAN,1492,11,AP
1-541-26,NEW YORK UNIVERSITY,"Block 541 Lot 26, Manhattan, NY",MANHATTAN,541,26,PA
3-1923-238,PRATT INSTITUTE,"238 CLASSON AVE, Brooklyn, NY",BROOKLYN,1923,238,OT
3-1920-285,PRATT INSTITUTE,"285 RYERSON ST, Brooklyn, NY",BROOKLYN,1920,285,OT
1-1158-1587,COLUMBIA UNIVERSITY,"200 WEST END AVENUE, Manhattan, NY",MANHATTAN,1158,1587,SC
1-1523-45,COLUMBIA UNIVERSITY,"168 EAST 95TH STREET, Manhattan, NY",MANHATTAN,1523,45,D1
1-1892-32,COLUMBIA UNIVERSITY,"345 RIVERSIDE DRIVE, Manhattan, NY",MANHATTAN,1892,32,SP
1-870-1074,THE NEW SCHOOL,"1 IRVING PLACE, Manhattan, NY",MANHATTAN,870,1074,SC
4-8182-6,COLUMBIA UNIVERSITY,"242-10 ALAMEDA AVENUE, Queens, NY",QUEENS,8182,6,PA
1-861-49,COLUMBIA UNIVERSITY,"38 EAST 32 STREET, Manhattan, NY",MANHATTAN,861,49,CR
4-4946-20,COLUMBIA UNIVERSITY,"Block 4946 Lot 20, Queens, NY",QUEENS,4946,20,PA
4-4943-36,COLUMBIA UNIVERSITY,"133-10 32 AVENUE, Queens, NY",QUEENS,4943,36,PA
4-4944-30,COLUMBIA UNIVERSITY,"33-04 DOWNING STREET, Queens, NY",QUEENS,4944,30,CR
4-4944-38,COLUMBIA UNIVERSITY,"132-53 34TH AVENUE, Queens, NY",QUEENS,4944,38,CR
4-4946-206,COLUMBIA UNIVERSITY,"32-15 DOWNING STREET, Queens, NY",QUEENS,4946,206,CR
4-4943-56,COLUMBIA UNIVERSITY,"132-47 33 AVENUE, Queens, NY",QUEENS,4943,56,CR
1-1461-1107,NEW YORK UNIVERSITY,"400 EAST 67TH STREET, Manhattan, NY",MANHATTAN,1461,1107,SC
2-5730-780,COLUMBIA UNIVERSITY,"2707 NETHERLAND AVENUE, Bronx, NY",BRONX,5730,780,D1
1-1895-45,COLUMBIA UNIVERSITY,"619 WEST 113 STREET, Manhattan, NY",MANHATTAN,1895,45,OT
1-886-1030,NEW YORK UNIVERSITY,"111 EAST 30TH STREET, Manhattan, NY",MANHATTAN,886,1030,SC
1-886-1031,NEW YORK UNIVERSITY,"111 EAST 30TH STREET, Manhattan, NY",MANHATTAN,886,1031,CK
1-1377-1102,NEW YORK UNIVERSITY,"1 EAST 62ND STREET, Manhattan, NY",MANHATTAN,1377,1102,SC
2-4765-1,COLUMBIA UNIVERSITY,"3154 KINGSLAND AVENUE, Bronx, NY",BRONX,4765,1,D1
1-706-29,COLUMBIA UNIVERSITY,"435 10TH AVENUE, Manhattan, NY",MANHATTAN,706,29,PA
2-3228-60,NEW YORK UNIVERSITY,"199 W 179TH STREET, Bronx, NY",BRONX,3228,60,D1
3-1892-71,PRATT INSTITUTE,"513 MYRTLE AVENUE, Brooklyn, NY",BROOKLYN,1892,71,PA
1-541-29,NEW YORK UNIVERSITY,"Block 541 Lot 29, Manhattan, NY",MANHATTAN,541,29,PA
2-5808-544,COLUMBIA UNIVERSITY,"Block 5808 Lot 544, Bronx, NY",BRONX,5808,544,PA
4-6715-37,"ST JOHNS UNIVERSITY, NEW YORK","147-04 UNION TURNPIKE, Queens, NY",QUEENS,6715,37,D3
1-525-48,NEW YORK UNIVERSITY,"142 BLEECKER STREET, Manhattan, NY",MANHATTAN,525,48,PA
1-537-19,NEW YORK UNIVERSITY,"Block 537 Lot 19, Manhattan, NY",MANHATTAN,537,19,PA
1-33-36,COLUMBIA UNIVERSITY,"Block 33 Lot 36, Manhattan, NY",MANHATTAN,33,36,PA
1-33-35,COLUMBIA UNIVERSITY,"Block 33 Lot 35, Manhattan, NY",MANHATTAN,33,35,PA
1-1013-34,COLUMBIA UNIVERSITY,"592 7 AVENUE, Manhattan, NY",MANHATTAN,1013,34,PA
3-5182-65,THE NEW SCHOOL,"481 EAST 18 STREET, Brooklyn, NY",BROOKLYN,5182,65,D2
1-1868-1050,COLUMBIA UNIVERSITY,"275 W 96TH ST, Manhattan, NY",MANHATTAN,1868,1050,MC
1-1868-1049,COLUMBIA UNIVERSITY,"275 W 96TH ST, Manhattan, NY",MANHATTAN,1868,1049,MC
2-5758-336,COLUMBIA UNIVERSITY,"308 WEST 234 STREET, Bronx, NY",BRONX,5758,336,D1
3-965-47,COLUMBIA UNIVERSITY,"379 1ST STREET, Brooklyn, NY",BROOKLYN,965,47,SP
1-33-9999,COLUMBIA UNIVERSITY,"Block 33 Lot 9999, Manhattan, NY",MANHATTAN,33,9999,PA
1-175-1309,NEW YORK UNIVERSITY,"90 FRANKLIN STREET, Manhattan, NY",MANHATTAN,175,1309,SC
2-3273-324,FORDHAM UNIVERSITY,"564 EAST 191 STREET, Bronx, NY",BRONX,3273,324,D2
2-2322-81,COLUMBIA UNIVERSITY,"220 EAST 138TH ST., Bronx, NY",BRONX,2322,81,EA
3-5114-12,COLUMBIA UNIVERSITY,"170 STRATFORD ROAD, Brooklyn, NY",BROOKLYN,5114,12,PA
1-1266-1,COLUMBIA UNIVERSITY,"45 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1266,1,OF
1-16-8067,NEW YORK UNIVERSITY,"2 SOUTH END AVENUE, Manhattan, NY",MANHATTAN,16,8067,SC
1-1342-47,NEW YORK UNIVERSITY,"312 EAST 50 STREET, Manhattan, NY",MANHATTAN,1342,47,CR
1-1342-147,NEW YORK UNIVERSITY,"Block 1342 Lot 147, Manhattan, NY",MANHATTAN,1342,147,PA
1-1884-58,COLUMBIA UNIVERSITY,"Block 1884 Lot 58, Manhattan, NY",MANHATTAN,1884,58,PA
4-8102-5,COLUMBIA UNIVERSITY,"41-14 PROSPECT AVENUE, Queens, NY",QUEENS,8102,5,D1
1-1342-6,NEW YORK UNIVERSITY,"Block 1342 Lot 6, Manhattan, NY",MANHATTAN,1342,6,PA
1-793-1249,NEW YORK UNIVERSITY,"151 WEST 17 STREET, Manhattan, NY",MANHATTAN,793,1249,PA
1-746-1134,COLUMBIA UNIVERSITY,"344 WEST 23RD STREET, Manhattan, NY",MANHATTAN,746,1134,SC
1-41-1,COLUMBIA UNIVERSITY,"66 PINE STREET, Manhattan, NY",MANHATTAN,41,1,OT
2-5852-2125,COLUMBIA UNIVERSITY,"5624 SYLVAN AVENUE, Bronx, NY",BRONX,5852,2125,D1
1-569-25,NEW YORK UNIVERSITY,"86 UNIVERSITY PLACE, Manhattan, NY",MANHATTAN,569,25,CR
1-1390-43,FORDHAM UNIVERSITY,"48 EAST   76 STREET, Manhattan, NY",MANHATTAN,1390,43,PA
4-5863-1075,COLUMBIA UNIVERSITY,"23-44 CORPORAL KENNEDY, Queens, NY",QUEENS,5863,1075,SC
3-1226-7,COLUMBIA UNIVERSITY,"642 ST MARK'S AVENUE, Brooklyn, NY",BROOKLYN,1226,7,D1
1-888-27,NEW YORK UNIVERSITY,"145 EAST 32ND STREET, Manhattan, NY",MANHATTAN,888,27,CR
1-2112-99,COLUMBIA UNIVERSITY,"Block 2112 Lot 99, Manhattan, NY",MANHATTAN,2112,99,PA
1-2112-59,COLUMBIA UNIVERSITY,"Block 2112 Lot 59, Manhattan, NY",MANHATTAN,2112,59,PA
1-2112-63,COLUMBIA UNIVERSITY,"Block 2112 Lot 63, Manhattan, NY",MANHATTAN,2112,63,PA
1-2112-74,COLUMBIA UNIVERSITY,"Block 2112 Lot 74, Manhattan, NY",MANHATTAN,2112,74,PA
1-2112-67,COLUMBIA UNIVERSITY,"Block 2112 Lot 67, Manhattan, NY",MANHATTAN,2112,67,PA
1-2112-77,COLUMBIA UNIVERSITY,"Block 2112 Lot 77, Manhattan, NY",MANHATTAN,2112,77,PA
1-2112-75,COLUMBIA UNIVERSITY,"Block 2112 Lot 75, Manhattan, NY",MANHATTAN,2112,75,PA
1-2112-95,COLUMBIA UNIVERSITY,"Block 2112 Lot 95, Manhattan, NY",MANHATTAN,2112,95,PA
1-2112-80,COLUMBIA UNIVERSITY,"Block 2112 Lot 80, Manhattan, NY",MANHATTAN,2112,80,PA
1-2112-70,COLUMBIA UNIVERSITY,"Block 2112 Lot 70, Manhattan, NY",MANHATTAN,2112,70,PA
1-2112-90,COLUMBIA UNIVERSITY,"Block 2112 Lot 90, Manhattan, NY",MANHATTAN,2112,90,PA
1-587-14,NEW YORK UNIVERSITY,"18 COMMERCE STREET, Manhattan, NY",MANHATTAN,587,14,D3
1-1142-21,THE NEW SCHOOL,"129 WEST 70TH STREET, Manhattan, NY",MANHATTAN,1142,21,SP
1-1273-19,COLUMBIA UNIVERSITY,"Block 1273 Lot 19, Manhattan, NY",MANHATTAN,1273,19,PA
1-701-1,COLUMBIA UNIVERSITY,"302 11TH AVENUE, Manhattan, NY",MANHATTAN,701,1,OT
1-1727-1068,NEW YORK UNIVERSITY,"380 LENOX AVENUE, Manhattan, NY",MANHATTAN,1727,1068,SC
1-2124-32,COLUMBIA UNIVERSITY,"Block 2124 Lot 32, Manhattan, NY",MANHATTAN,2124,32,PA
1-2124-28,COLUMBIA UNIVERSITY,"Block 2124 Lot 28, Manhattan, NY",MANHATTAN,2124,28,PA
2-3273-637,FORDHAM UNIVERSITY,"2536 HUGHES AVENUE, Bronx, NY",BRONX,3273,637,PA
3-263-63,NEW YORK UNIVERSITY,"54 SIDNEY PLACE, Brooklyn, NY",BROOKLYN,263,63,D1
2-3273-325,FORDHAM UNIVERSITY,"2551 HOFFMAN STREET, Bronx, NY",BRONX,3273,325,D3
2-2923-26,THE NEW SCHOOL,"4141 3 AVENUE, Bronx, NY",BRONX,2923,26,OF
2-2923-23,THE NEW SCHOOL,"4143 3 AVENUE, Bronx, NY",BRONX,2923,23,PA
2-2923-17,THE NEW SCHOOL,"1848 BATHGATE AVENUE, Bronx, NY",BRONX,2923,17,PA
1-576-46,NEW YORK UNIVERSITY,"60 5 AVENUE, Manhattan, NY",MANHATTAN,576,46,OT
3-1639-43,COLUMBIA UNIVERSITY,"543 MADISON STREET, Brooklyn, NY",BROOKLYN,1639,43,AP
1-465-107,NEW YORK UNIVERSITY,"Block 465 Lot 107, Manhattan, NY",MANHATTAN,465,107,PA
1-465-106,NEW YORK UNIVERSITY,"Block 465 Lot 106, Manhattan, NY",MANHATTAN,465,106,PA
1-465-104,NEW YORK UNIVERSITY,"Block 465 Lot 104, Manhattan, NY",MANHATTAN,465,104,PA
2-5921-700,COLUMBIA UNIVERSITY,"Block 5921 Lot 700, Bronx, NY",BRONX,5921,700,PA
2-3222-100,NEW YORK UNIVERSITY,"1900 SEDGWICK AVENUE, Bronx, NY",BRONX,3222,100,PA
1-1265-1048,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1048,CC
1-1265-1078,COLUMBIA UNIVERSITY,"1250 6 AVENUE, Manhattan, NY",MANHATTAN,1265,1078,CR
1-1265-1074,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1074,CC
1-1265-40,COLUMBIA UNIVERSITY,"nan WEST 49 STREET, Manhattan, NY",MANHATTAN,1265,40,CR
1-1265-1045,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1045,CC
1-1265-1059,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1059,CC
1-1265-1008,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1008,CR
1-1265-1083,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1083,CR
1-1265-1031,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1031,CC
1-1265-1006,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1006,CR
1-1265-1054,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1054,CC
1-1265-1067,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1067,CC
1-1265-1010,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1010,CR
1-1265-1100,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1100,CR
1-1265-1075,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1075,CR
1-1265-1071,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1071,CR
1-1265-1103,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1103,CR
1-1265-1081,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1081,CC
1-1265-1049,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1049,CC
1-1265-1086,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1086,CR
1-1265-1079,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1079,CR
1-1265-1056,COLUMBIA UNIVERSITY,"1250 6 AVENUE, Manhattan, NY",MANHATTAN,1265,1056,CR
1-1265-1069,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1069,CC
1-1265-1041,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1041,CC
1-1265-1025,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1025,CR
1-1265-1064,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1064,CC
1-1265-1058,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1058,CR
1-1265-1066,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1066,CC
1-1265-1018,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1018,CR
1-1265-1095,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1095,CR
1-1265-1092,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1092,CC
1-1265-1015,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1015,CR
1-1265-1016,COLUMBIA UNIVERSITY,"1250 6 AVENUE, Manhattan, NY",MANHATTAN,1265,1016,CR
1-1265-1042,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1042,CC
1-1265-1076,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1076,CC
1-1265-1023,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1023,CC
1-1265-1044,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1044,CC
1-1265-1087,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1087,CR
1-1265-1051,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1051,CR
1-1265-1091,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1091,CR
1-1265-1013,COLUMBIA UNIVERSITY,"30 ROCKEFELLER PLAZA, Manhattan, NY",MANHATTAN,1265,1013,CR
